place_x,title,rate_x,vote_x,cal,place_y,rate_y,vote_y
46816.0,Aharen-san wa Hakarenai,7.0,845.0,16.417838974245473,146.0,7.0,846
12098.0,Teletubbies,3.8,8036.0,16.399426399400408,52.0,5.4,78
29538.0,The Genius Prince's Guide to Raising a Nation Out of Debt,7.1,719.0,16.383481415251627,105.0,7.1,719
38124.0,Rust-Eater Bisco,7.0,784.0,16.372641786510332,135.0,7.0,785
35549.0,Monster High,7.5,545.0,16.33368422021888,54.0,7.7,85
46047.0,Karma & Jonar,9.7,21.0,16.326614535822387,122.0,9.7,21
8859.0,Immortality,8.6,174.0,16.237915348842677,205.0,7.0,7
20633.0,Black Summoner,7.1,611.0,16.236100216306905,80.0,7.1,611
8248.0,Oddballs,6.5,789.0,16.157985634569314,46.0,6.5,791
46637.0,Slumberkins,9.3,47.0,16.15569216550393,145.0,9.3,47
20706.0,Big Nate,7.4,457.0,16.13632454843006,69.0,7.4,457
4579.0,Exception,6.5,761.0,16.13062855226024,42.0,6.5,763
9998.0,Vermeil in Gold: A Desperate Magician Barges Into the Magical World Alongside the Strongest Calamity,6.4,791.0,16.0804992146988,45.0,6.4,793
11152.0,Mobile Suit Gundam: The Witch from Mercury,8.0,258.0,16.07740905897259,38.0,8.0,257
58509.0,Monster Loving Maniacs,9.4,12.0,16.053908980987206,153.0,9.4,12
64635.0,Shenmue,7.5,463.0,16.052361322036504,169.0,7.5,463
31243.0,The Backrooms,8.6,138.0,16.049939576192024,67.0,8.6,138
24886.0,A Couple of Cuckoos,6.7,677.0,16.047631541360182,91.0,6.7,680
30020.0,Parallel World Pharmacy,7.1,520.0,16.020852915338583,104.0,7.1,520
144042.0,O Próximo Mundo,9.3,71.0,16.01694895237764,283.0,9.3,71
44290.0,Love After World Domination,7.1,539.0,16.00210766852808,114.0,7.1,541
25625.0,I'm Quitting Heroing,6.7,646.0,15.990832878504891,95.0,6.7,648
22787.0,Spirit Rangers,8.6,113.0,15.97964084728609,101.0,8.6,113
87278.0,Take My Muffin,9.2,40.0,15.96948943453404,229.0,9.2,41
95831.0,Family,8.5,189.0,15.966901005521708,288.0,8.0,8
86036.0,VShojo: Mythos,9.3,11.0,15.925851224054764,206.0,9.3,11
27354.0,The Yakuza's Guide to Babysitting,7.4,367.0,15.897912500250806,102.0,7.4,369
75406.0,Akebi's Sailor Uniform,7.3,459.0,15.862665903554909,123.0,7.3,459
23064.0,Rosie's Rules,8.9,31.0,15.857334200830014,86.0,8.9,31
17065.0,Reincarnated as a Sword,7.2,389.0,15.845471860416989,75.0,7.2,393
22242.0,The Greatest Demon Lord Is Reborn as a Typical Nobody,6.1,807.0,15.831611398171017,83.0,6.1,808
14300.0,Harem in the Labyrinth of Another World,6.2,732.0,15.823046230900395,65.0,6.2,733
40149.0,The Orbital Children,6.4,691.0,15.789895076180576,138.0,6.4,691
26706.0,Supernatural Academy,6.5,600.0,15.759138915456196,108.0,6.5,600
35779.0,My Stepmom's Daughter Is My Ex,6.4,648.0,15.736069608388918,124.0,6.4,649
35253.0,The Strongest Sage with the Weakest Crest,6.2,734.0,15.735717913362988,116.0,6.2,734
52372.0,Love of Kill,6.7,556.0,15.717890191910131,152.0,6.7,556
39522.0,Kakegurui Twin,6.6,561.0,15.706550422211224,128.0,6.6,561
46301.0,Alabama Jackson,8.6,54.0,15.695571425565225,191.0,8.6,54
71799.0,Pop Paper City,8.9,9.0,15.66896390027039,199.0,8.9,9
54049.0,Aqua Teen Hunger Force: Aquadonk Side Pieces,8.5,66.0,15.65670668625232,163.0,8.5,66
33911.0,Bugs Bunny Builders,8.4,71.0,15.64953514259911,137.0,8.4,71
117865.0,Story Time Book: Read-Along,8.9,19.0,15.621143373668982,243.0,8.9,19
104438.0,Sea of Love,8.7,48.0,15.619932295904528,212.0,8.7,48
28105.0,Tatami Time Machine Blues,7.6,215.0,15.609019756644276,89.0,7.6,217
15220.0,Akiba Maid War,7.4,249.0,15.608695177719994,61.0,7.4,250
78709.0,El Deafo,8.3,99.0,15.584442836232835,183.0,8.3,99
193770.0,Fan Ren Xiu Xian Zhuan: Zai Bie Tian Nan,9.1,7.0,15.564399904449091,265.0,9.1,7
55574.0,Big Tree City,8.4,59.0,15.55612275672541,144.0,8.4,59
39362.0,Your Pretty Face is Going to Hell: The Cartoon,8.6,17.0,15.553728350447015,136.0,8.6,17
26919.0,Samurai Rabbit: The Usagi Chronicles,6.5,496.0,15.552093671441606,99.0,6.5,496
224552.0,Babydino Tales,9.1,21.0,15.546406200327848,277.0,9.1,21
41268.0,In the Land of Leadale,6.5,519.0,15.545993919112407,149.0,6.5,520
29695.0,S.M.A.S.H!,8.6,8.0,15.53103756130573,161.0,8.6,8
190089.0,Childish Deano,9.0,10.0,15.515564932394826,272.0,9.0,11
56203.0,Best & Bester,8.5,24.0,15.48260001156839,142.0,8.5,24
116312.0,Face's Music Party,8.7,17.0,15.480295563430085,227.0,8.7,17
92261.0,Pinecone & Pony,8.2,94.0,15.466669014443474,218.0,8.2,94
152332.0,"Luna, Chip & Inkie Adventure Rangers Go",8.8,10.0,15.454473964111807,234.0,8.8,10
83824.0,Ninjago: The Virtues of Spinjitzu,8.4,44.0,15.440372843097684,196.0,8.4,44
57527.0,Sago Mini Friends,8.4,30.0,15.43523072595414,168.0,8.4,30
85457.0,The Nutty Boy,8.5,22.0,15.420120597080999,194.0,8.5,22
51233.0,Life with an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout,6.7,407.0,15.413095615933768,154.0,6.7,407
81982.0,Dance Dance Danseur,7.6,197.0,15.405861093950106,197.0,7.6,197
44001.0,Angry Birds: Summer Madness,5.8,731.0,15.40505125600372,121.0,5.8,731
147739.0,TailsTube,8.7,11.0,15.399389565491115,225.0,8.7,11
117023.0,Summer Memories,8.6,12.0,15.391663713341812,236.0,8.6,12
150037.0,Bjorn the Last Unicorn,8.7,9.0,15.387922090169988,254.0,8.7,9
46589.0,Sesame Street Mecha Builders,8.2,45.0,15.377610675246757,140.0,8.2,45
22881.0,Engage Kiss,6.4,441.0,15.373239553795866,84.0,6.4,445
58275.0,Kung Fu Sock,8.4,13.0,15.362443035438933,170.0,8.4,13
161459.0,Funny!,8.6,25.0,15.355599311491838,271.0,8.6,25
94852.0,Girls Dorm,8.5,8.0,15.346959946548505,213.0,8.5,8
14151.0,Daniel Spellbound,6.9,279.0,15.342305785545653,74.0,6.9,284
137936.0,Type S: Chiaki's Journey,8.5,27.0,15.340396820463178,267.0,8.5,27
105987.0,Monkey Wrench,8.5,6.0,15.319502374582022,215.0,8.5,6
95753.0,Colourblocks,8.4,12.0,15.29256646127636,179.0,8.4,12
48726.0,The Unstoppable Yellow Yeti,8.3,9.0,15.291586467696257,159.0,8.3,9
14618.0,Urusei Yatsura,7.1,216.0,15.291296239818942,59.0,7.1,217
186406.0,Blink,8.4,60.0,15.284646810244508,294.0,8.9,9
56949.0,Deepa & Anoop,8.0,60.0,15.277051595172454,182.0,8.0,60
29848.0,Lloyd of the Flies,8.2,13.0,15.270785125099248,117.0,8.2,13
14383.0,Hamster & Gretel,7.0,231.0,15.267826389967956,49.0,7.0,233
10055.0,Monster High,7.7,85.0,15.258819145407378,54.0,7.7,85
508673.0,Blink,9.7,7.0,15.247509655074108,294.0,8.9,9
73874.0,The Prince of Tennis II: U-17 World Cup,8.1,42.0,15.24356727062891,187.0,8.1,42
138498.0,Interstellar Ranger Commence,8.3,36.0,15.23581551710353,239.0,8.3,36
74721.0,Sweet Bite Marks,8.2,23.0,15.23563380175819,174.0,8.2,25
55337.0,Angels of Death: Origins,8.2,13.0,15.227556422283616,177.0,8.2,13
19008.0,"I'm the Villainess, So I'm Taming the Final Boss",6.8,269.0,15.226849666266286,76.0,6.8,269
99133.0,Saving Me,8.3,12.0,15.217804995650068,219.0,8.3,12
10599.0,Beast Tamer,6.6,302.0,15.202360856427584,37.0,6.6,305
76072.0,Brown and Friends,8.2,12.0,15.188131958866455,109.0,8.2,12
108375.0,Prehistoric Planet,7.5,170.0,15.187509487253134,29.0,8.5,7908
296650.0,Family,7.6,433.0,15.181979850282184,288.0,8.0,8
391717.0,The Clown,9.1,10.0,15.17091124530638,118.0,8.0,5885
8324.0,Transformers: Earthspark,6.1,421.0,15.157651708340323,41.0,6.1,422
137958.0,The Clown,6.6,462.0,15.151670838771077,118.0,8.0,5885
23484.0,Do It Yourself!!,7.2,154.0,15.131864391022708,100.0,7.2,155
18739.0,The Creature Cases,7.3,128.0,15.120421399169603,90.0,7.3,128
6988.0,Gremlins: Secrets of the Mogwai,7.8,31.0,15.105840605778992,27.0,7.8,31
83153.0,Super Wish,8.1,10.0,15.098549450125288,172.0,8.1,10
117141.0,Momolu and Friends,8.2,6.0,15.095054133316125,242.0,8.2,6
555560.0,Human Resources,9.6,8.0,15.079604552041587,20.0,7.2,7246
39055.0,Fuuto PI,7.2,149.0,15.07804742760655,125.0,7.2,150
37233.0,The Last Summoner,7.1,166.0,15.0691698947555,148.0,7.1,166
74226.0,Doomlands,7.5,103.0,15.050938628083404,167.0,7.5,103
15115.0,StoryBots: Answer Time,7.7,33.0,15.029326552647687,70.0,7.7,33
35092.0,Supertato,7.9,8.0,15.027521314356001,126.0,7.9,8
83085.0,Birdie Wing: Golf Girls' Story,7.5,99.0,15.018166582393619,188.0,7.5,98
137210.0,Doctor Who: The Abominable Snowmen,8.1,11.0,15.012312131352866,246.0,8.1,11
565788.0,Blink,9.5,15.0,15.005071655361396,294.0,8.9,9
24868.0,Abominable and the Invisible City,7.5,63.0,14.997039352253967,77.0,7.5,63
27736.0,"Play it Cool, Guys",7.6,43.0,14.979506083225877,107.0,7.6,43
19695.0,Alice's Wonderland Bakery,7.0,147.0,14.972295559361358,81.0,7.0,149
22741.0,Black Rock Shooter: Dawn Fall,7.1,128.0,14.968305358187989,85.0,7.1,129
281522.0,The Bang,8.4,12.0,14.960351053896526,281.0,8.4,12
66307.0,When Will Ayumu Make His Move?,6.7,243.0,14.949268040943128,181.0,6.7,243
59152.0,The Executioner and Her Way of Life,6.2,371.0,14.946644684733071,141.0,6.2,372
136144.0,Deaimon: Recipe for Happiness,7.1,206.0,14.941415003706297,248.0,7.1,206
33525.0,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World,6.1,364.0,14.937186359159002,111.0,6.1,364
105697.0,Ninjala Anime,7.9,13.0,14.935244268187315,200.0,7.9,13
37624.0,Lupin Zero,7.7,16.0,14.917370395568039,139.0,7.8,17
85575.0,Duck & Goose,7.7,35.0,14.916585428687474,221.0,7.7,35
234181.0,Family,8.0,55.0,14.908880698704833,288.0,8.0,8
74736.0,Pretzel and the Puppies,7.6,45.0,14.904847236175916,175.0,7.6,45
115407.0,Galaxy Rivals,7.9,8.0,14.9000994426878,217.0,7.9,8
99824.0,Interrogator,7.5,75.0,14.899958099086437,226.0,7.5,75
116401.0,Cue!,7.6,64.0,14.89837927756847,256.0,7.6,64
159960.0,Police in a Pod,7.4,131.0,14.881960960381504,245.0,7.0,167
40180.0,Orient,6.1,345.0,14.869028391867662,130.0,6.1,345
122852.0,Pokémon: As Neves de Hisui,7.5,78.0,14.865110462757288,247.0,7.5,79
112774.0,Ryman's Club,7.1,156.0,14.858704135727738,216.0,7.1,156
10315.0,Shinobi no Ittoki,6.2,281.0,14.851978021907282,55.0,6.2,283
493849.0,Blink,8.9,9.0,14.838479147841488,294.0,8.9,9
219946.0,Human Resources,7.9,43.0,14.83716208701336,20.0,7.2,7246
251626.0,Tales from Dún Draíochta,8.1,7.0,14.807040485504603,230.0,8.1,7
14605.0,Firebuds,7.2,62.0,14.79682888739775,68.0,7.2,62
129563.0,The Clown,7.7,22.0,14.793098472675286,118.0,8.0,5885
21869.0,We Baby Bears,6.0,317.0,14.776245728564252,92.0,6.0,317
16830.0,My Little Pony: Make Your Mark,6.1,284.0,14.770169612727992,72.0,6.1,284
27698.0,Eureka!,7.1,73.0,14.746748076039122,106.0,7.1,73
38447.0,Rilakkuma's Theme Park Adventure,6.6,177.0,14.745664531415198,160.0,6.6,177
146886.0,Police in a Pod,7.0,167.0,14.741258842080482,245.0,7.0,167
254590.0,Family,8.0,8.0,14.740451230661211,288.0,8.0,8
99010.0,"Rise Up, Sing Out",4.3,1333.0,14.735124602003841,223.0,4.4,1332
56687.0,Transformers: BotBots,7.0,96.0,14.709402112885341,186.0,7.0,96
86027.0,Heroines Run the Show: The Unpopular Girl and the Secret Task,7.1,92.0,14.708292215863347,210.0,7.1,92
206436.0,Petit Sekai,7.8,6.0,14.681612942434574,257.0,7.8,6
573706.0,The Clown,8.9,10.0,14.667375900344714,118.0,8.0,5885
55850.0,Beavis and Butt-Head,6.7,143.0,14.664287165678955,32.0,8.6,1584
60736.0,Shine Post,7.3,31.0,14.66167849710293,202.0,7.3,31
46022.0,Super Giant Robot Brothers,6.5,176.0,14.65336869533938,176.0,6.5,176
52412.0,Thousands of worlds,7.4,8.0,14.64767598753441,143.0,7.4,8
256706.0,Blink,7.8,21.0,14.64432826899617,294.0,8.9,9
87443.0,Kakegurui Twin,7.2,55.0,14.641320860092973,128.0,6.6,561
14906.0,Batwheels,6.5,149.0,14.629390662158272,60.0,6.5,150
39560.0,The Maid I Hired Recently Is Mysterious,6.3,208.0,14.627533983707705,127.0,6.4,209
113375.0,Slow Loop,7.0,101.0,14.61561964741704,250.0,7.0,102
402338.0,Blink,8.2,10.0,14.614255205133103,294.0,8.9,9
108583.0,Bucchigire!,7.0,97.0,14.61178024758845,237.0,7.0,97
71754.0,Encouragement of Climb: Next Summit,7.3,23.0,14.611694282262185,224.0,7.3,23
409872.0,Blink,8.2,13.0,14.605717057733978,294.0,8.9,9
26106.0,Housing Complex C,6.1,236.0,14.602945141251817,103.0,6.1,237
26106.0,Housing Complex C,6.1,236.0,14.602945141251817,207.0,5.0,12
357822.0,Pantheon,8.0,25.0,14.602140490078568,15.0,8.2,2681
323674.0,Family,7.4,178.0,14.591119686757857,288.0,8.0,8
22100.0,The Boss Baby: Back in the Crib,6.1,226.0,14.581781362209147,97.0,6.1,226
199277.0,Yoru wa Neko to Issho,7.6,12.0,14.579741266854127,266.0,7.6,12
105284.0,Tokyo Mew Mew New,7.1,59.0,14.555503213608253,195.0,7.1,59
133537.0,Dragon's Disciple,7.4,10.0,14.537381792330018,241.0,7.4,10
30497.0,RWBY: Ice Queendom,5.8,291.0,14.535226507422422,132.0,5.8,291
507572.0,Blink,8.4,8.0,14.53146569019319,294.0,8.9,9
149792.0,The Clown,6.8,143.0,14.53099851718708,118.0,8.0,5885
381854.0,INFINITY,8.0,9.0,14.528640487604081,290.0,8.0,9
203653.0,Blink,7.5,16.0,14.51944403150093,294.0,8.9,9
83866.0,Detective Conan: Zero's Tea Time,6.3,206.0,14.515564286289656,203.0,6.3,206
14438.0,Arknights: Reimei Zensou,6.4,136.0,14.510594229045454,87.0,6.4,136
46882.0,Battle Kitty,6.2,197.0,14.503860030679888,115.0,6.2,197
51821.0,My Little Pony: Make Your Mark,6.3,177.0,14.500463690371813,72.0,6.1,284
90710.0,Team Zenko Go,7.0,54.0,14.492316921834773,204.0,7.0,54
87181.0,In the Heart of Kunoichi Tsubaki,6.5,153.0,14.488280602287482,180.0,6.5,153
76608.0,The Prince's Favorite is the Villainess,7.1,28.0,14.484154944725274,166.0,7.1,28
44328.0,Action Pack,6.6,103.0,14.474238617923984,158.0,6.6,103
63953.0,4-nin wa Sorezore Uso wo Tsuku,7.0,38.0,14.473397513455302,162.0,7.1,39
25790.0,Eureka!,7.0,21.0,14.458518522035527,106.0,7.1,73
604263.0,The Clown,8.6,7.0,14.445184701740834,118.0,8.0,5885
149088.0,RPG Real Estate,7.0,66.0,14.434444088307194,263.0,7.0,66
192103.0,Family,7.3,25.0,14.433112076293675,288.0,8.0,8
45151.0,The Dawn of the Witch,5.8,264.0,14.42085993327244,157.0,5.8,264
618977.0,Blink,8.6,14.0,14.41541573145954,294.0,8.9,9
138359.0,Love All Play,6.9,75.0,14.414417884462265,244.0,6.9,75
15354.0,Immoral Guild,6.3,125.0,14.395397021830055,56.0,6.3,126
208566.0,Miss Shachiku and the Little Baby Ghost,7.1,64.0,14.390950799486992,262.0,7.1,65
228796.0,Immortality,7.4,8.0,14.39076114397287,205.0,7.0,7
93485.0,Delicious Party Pretty Cure,7.0,21.0,14.36140437310456,208.0,7.0,21
31149.0,The Tiny Chef Show,6.6,65.0,14.349958712692176,112.0,6.6,65
74405.0,Immortality,7.0,7.0,14.330829278722932,205.0,7.0,7
47904.0,Bibliophile Princess,6.9,11.0,14.312498750259737,120.0,6.9,11
161446.0,Weird Waters,7.1,14.0,14.307341730290617,253.0,7.1,14
71115.0,Utawarerumono: Mask of Truth,6.9,16.0,14.302391865823552,165.0,6.9,16
145660.0,Chainsaw Man,7.0,25.0,14.300735760494668,1.0,8.7,20179
250640.0,Chimimo,7.3,10.0,14.29956591728043,289.0,7.3,10
160945.0,Healer Girl,6.9,48.0,14.287667884244069,251.0,6.9,48
52449.0,Spirit & Friends,6.8,23.0,14.286700273782245,156.0,6.8,23
51524.0,Midnight Suns: Prequel Shorts,6.7,35.0,14.26708050634898,155.0,6.7,36
79562.0,Tribe Nine,6.2,140.0,14.250465913232642,190.0,6.2,140
57619.0,Triviaverse,6.5,67.0,14.243351790122311,134.0,6.5,67
141930.0,Blink,6.4,132.0,14.241332325846448,294.0,8.9,9
98350.0,Prima Doll,6.7,43.0,14.229398977573316,228.0,6.7,43
61503.0,Trivia Quest,5.7,236.0,14.22844940475904,151.0,5.7,236
66032.0,Shin Ikkitousen,6.7,29.0,14.221654304284705,189.0,6.7,29
46916.0,Tokyo Twenty Fourth Ward,6.0,151.0,14.209400280341775,178.0,6.0,151
350027.0,Blink,7.4,5.0,14.205683652526032,294.0,8.9,9
362261.0,Blink,7.4,8.0,14.193937203609853,294.0,8.9,9
439524.0,Club Penguin Offline,7.6,5.0,14.190890616824952,285.0,7.6,5
62049.0,"Don't Hurt Me, My Healer!",6.1,133.0,14.1901072346774,235.0,6.1,133
24116.0,Pokémon: The Arceus Chronicles,5.2,314.0,14.17737886093259,96.0,5.2,315
127929.0,Futsal Boys!!!!!,6.5,79.0,14.17027498194254,232.0,6.5,79
66471.0,Barbie: It Takes Two,6.4,65.0,14.150436007562872,185.0,6.4,65
332042.0,That's Not Funny,6.9,116.0,14.148897230509352,258.0,6.6,26
222794.0,Doomlands,6.8,54.0,14.13993053586186,167.0,7.5,103
479656.0,Family,7.6,9.0,14.133086961308669,288.0,8.0,8
377557.0,Family,7.2,46.0,14.12048606636231,288.0,8.0,8
22062.0,I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,5.7,170.0,14.106930214149205,94.0,5.7,171
125528.0,Miss Kuroitsu from the Monster Development Department,6.2,117.0,14.08897479683112,222.0,6.2,117
79798.0,Dolls' Frontline,6.3,69.0,14.073660238367093,201.0,6.2,70
11465.0,Lookism,6.3,40.0,14.057344719836365,10.0,7.6,1929
530038.0,Family,7.6,15.0,14.057189247077849,288.0,8.0,8
14802.0,Love Flops,5.7,150.0,14.05095180346404,48.0,5.7,153
197230.0,Family,6.5,75.0,14.042017816809208,288.0,8.0,8
72961.0,FreakAngels,6.4,38.0,14.035732280300945,171.0,6.4,38
203826.0,Kami Kuzu Idol,6.7,21.0,14.003207179146534,275.0,6.7,21
65197.0,My Little Pony: Tell Your Tale,6.0,101.0,14.000931869540063,184.0,6.0,101
31250.0,Chibiverse,6.2,46.0,13.983247802713079,131.0,6.2,46
164108.0,Family,5.5,293.0,13.9792373398096,288.0,8.0,8
116608.0,Extreme Hearts,6.4,39.0,13.979001082507862,220.0,6.4,39
148981.0,Saiyuki Reload: Zeroin,6.5,29.0,13.968131956870067,231.0,6.5,29
177656.0,Smile of the Arsnotoria: The Animation,6.4,53.0,13.939038463087257,260.0,6.4,53
170448.0,Gravity falls Forever After,6.6,8.0,13.935738726083798,261.0,6.6,8
115964.0,Meet the Batwheels,6.5,7.0,13.92885756435421,255.0,6.5,7
550362.0,Blink,7.4,10.0,13.912946312646149,294.0,8.9,9
55412.0,Oggy and the Cockroaches: Next Generation,6.1,54.0,13.910136721871107,147.0,6.1,54
221725.0,Estab Life: Great Escape,6.5,37.0,13.894280668377128,276.0,6.5,37
56785.0,Management of Novice Alchemist,5.9,85.0,13.884329486066882,173.0,5.9,85
288735.0,Jack and John,6.7,12.0,13.866613855547689,278.0,6.7,12
38303.0,Lucifer and Biscuit Hammer,5.5,147.0,13.85048152961416,119.0,5.5,147
600170.0,Blink,7.4,14.0,13.83726632403719,294.0,8.9,9
171142.0,Tales of Luminaria the Fateful Crossroad,6.4,19.0,13.836920175548865,273.0,6.4,19
291650.0,That's Not Funny,6.6,26.0,13.834206625063153,258.0,6.6,26
381386.0,Blink,6.8,23.0,13.830405231103786,294.0,8.9,9
302369.0,Human Resources,6.6,25.0,13.817468901296214,20.0,7.2,7246
180825.0,Family,6.2,54.0,13.802126807081207,288.0,8.0,8
491433.0,Blink,7.0,30.0,13.798851809095705,294.0,8.9,9
394040.0,Immortality,6.6,77.0,13.782404182161676,205.0,7.0,7
9930.0,Better Call Saul Presents: Slippin' Jimmy,2.8,1090.0,13.777472261881833,50.0,2.8,1090
451114.0,DoNothing TV,6.9,8.0,13.772041619342112,284.0,6.9,8
82701.0,Human Bug Daigaku,6.2,8.0,13.76065354170489,249.0,6.2,8
